City Name,Temperature,Maximum Temp,Wind,Cloudiness,Latitude,Longitude,Humidity
Pontes e Lacerda,24.49,24.49,1.04,45,-15.2261,-59.3353,77
Mattru,24.98,24.98,0.5,73,7.6244,-11.8332,88
Jamestown,9.0,9.0,0.91,1,42.097,-79.2353,49
Noumea,27.49,27.78,1.03,0,-22.2763,166.4572,61
Bonavista,-2.54,-2.0,2.06,94,48.6499,-53.1147,64
Hermanus,16.67,16.67,5.36,99,-34.4187,19.2345,95
Fortuna,9.05,10.56,7.2,75,40.5982,-124.1573,81
Hilo,19.83,22.0,2.06,90,19.7297,-155.09,83
Bud,18.32,19.0,5.14,1,39.447,-86.1758,27
Mar del Plata,18.42,18.89,4.12,20,-38.0023,-57.5575,68
Rikitea,27.14,27.14,7.97,1,-23.1203,-134.9692,82
Vung Tau,25.04,25.04,7.68,7,10.346,107.0843,76
Butaritari,27.19,27.19,3.25,20,3.0707,172.7902,76
Solnechnyy,-7.79,-7.79,1.3,0,50.7214,136.6319,90
Hasaki,5.63,6.0,1.54,75,35.7333,140.8333,100
Manta,27.0,27.0,1.03,75,-0.95,-80.7333,83
Barrow,-10.0,-10.0,3.6,40,71.2906,-156.7887,73
Oshikango,26.0,26.0,2.06,99,-17.4,15.8833,47
Riyadh,21.89,23.0,2.57,0,24.6877,46.7219,23
Hwange,18.63,18.63,0.57,0,-18.3693,26.5019,85
Castro,14.84,14.84,2.16,22,-24.7911,-50.0119,94
Mataura,13.33,13.33,1.34,100,-46.1927,168.8643,94
Cidreira,21.23,21.23,2.6,25,-30.1811,-50.2056,75
Gorontalo,23.96,23.96,1.04,97,0.5412,123.0595,83
Torgau,-0.91,0.0,2.06,75,51.5667,13.0,55
Yulara,24.0,24.0,3.6,7,-25.2406,130.9889,41
Pisco,24.19,24.44,2.57,0,-13.7,-76.2167,83
Ubari,18.46,18.46,2.26,22,26.5921,12.7805,26
Port Alfred,20.56,20.56,1.34,40,-33.5906,26.891,80
Cherskiy,-23.36,-23.36,5.23,100,68.75,161.3,89
Albany,7.3,9.0,7.72,20,42.6001,-73.9662,49
Klaksvík,6.0,6.0,16.46,90,62.2266,-6.589,93
Harbour Breton,-0.99,-0.99,6.9,62,47.4833,-55.7983,92
Dikson,-30.77,-30.77,2.36,100,73.5069,80.5464,88
Port Blair,25.25,25.25,2.56,0,11.6667,92.75,74
Scarborough,7.0,7.22,1.79,100,54.2797,-0.4044,79
La Asuncion,23.77,23.77,4.47,98,11.0333,-63.8628,79
Upernavik,-11.43,-11.43,1.18,100,72.7868,-56.1549,86
High Rock,21.0,21.0,7.72,0,26.6208,-78.2833,52
La Libertad,26.0,26.0,4.12,90,-2.2333,-80.9,83
Geraldton,23.0,23.0,3.6,75,-28.7667,114.6,94
Lüderitz,17.73,17.73,3.43,0,-26.6481,15.1594,71
Airai,17.31,17.31,0.59,96,-8.9266,125.4092,100
Atuona,26.21,26.21,8.92,32,-9.8,-139.0333,79
Wagar,22.8,22.8,4.11,0,16.1525,36.2032,66
Kieta,29.13,29.13,0.38,10,-6.2167,155.6333,60
Yerbogachën,-14.83,-14.83,6.2,100,61.2767,108.0108,91
Narsaq,-5.0,-5.0,2.57,90,60.9167,-46.05,63
Turaif,11.0,11.0,2.06,0,31.6725,38.6637,62
Bang Saphan,23.4,23.4,1.07,35,11.2126,99.5117,89
Eugene,11.64,12.78,1.54,75,44.0521,-123.0867,54
Aranos,20.94,20.94,3.77,0,-24.1333,19.1167,19
Nassau,16.01,17.0,4.63,1,40.7507,-73.5829,25
Anzio,8.73,10.0,1.34,97,41.4853,12.6179,90
Saint Paul Harbor,6.0,6.0,2.06,90,57.79,-152.4072,75
Hobart,14.55,15.56,3.6,20,-42.8794,147.3294,58
Chernyakhovsk,-3.41,-3.41,3.22,43,54.6335,21.8156,89
Cape Town,18.07,18.33,10.29,75,-33.9258,18.4232,88
Chui,18.87,18.87,3.57,15,-33.6971,-53.4616,90
Carnarvon,23.0,23.0,2.57,0,-24.8667,113.6333,94
Ucluelet,9.64,10.0,2.06,90,48.9329,-125.5528,61
Nemuro,1.68,1.68,7.3,74,43.3236,145.575,93
Fort Nelson,-5.0,-5.0,8.75,20,58.8053,-122.7002,33
Bairiki Village,29.0,29.0,4.63,20,1.3292,172.9752,74
Al Bardīyah,19.08,19.08,3.32,36,31.7561,25.0865,46
Bratsk,-13.17,-13.0,1.0,26,56.1325,101.6142,72
Pastavy,-4.78,-4.78,3.77,100,55.1168,26.8326,92
Iqaluit,-12.0,-12.0,2.57,90,63.7506,-68.5145,72
Labuhan,24.81,24.81,2.04,96,-6.8844,112.2051,85
Devils Lake,3.17,3.33,8.23,90,48.1128,-98.8651,87
Geráki,12.31,13.89,2.06,100,37.0,22.7,76
Minot,2.66,3.0,7.72,90,48.2325,-101.2963,75
Naze,16.0,16.0,4.63,75,28.3667,129.4833,72
Broome,6.0,6.0,4.12,1,42.2506,-75.833,61
Skibbereen,9.0,9.0,12.86,75,51.55,-9.2667,100
Punta Arenas,15.78,16.0,10.8,40,-53.15,-70.9167,55
Puerto Escondido,29.0,29.0,2.24,40,15.85,-97.0667,65
Waitati,13.89,13.89,1.34,100,-45.75,170.5667,87
Broken Hill,22.0,22.0,7.2,77,-31.95,141.4333,30
Provideniya,-20.0,-20.0,6.0,20,64.3833,-173.3,77
Fayaoué,25.78,25.78,5.83,0,-20.65,166.5333,75
Kapaa,21.2,22.0,10.29,90,22.0752,-159.319,83
La Ronge,-2.5,-2.0,3.09,100,55.1001,-105.2842,31
Saskylakh,-33.33,-33.33,3.42,60,71.9167,114.0833,84
Arraial do Cabo,24.58,25.0,3.6,40,-22.9661,-42.0278,78
Ürümqi,-2.0,-2.0,2.0,90,43.801,87.6005,100
Kishni,20.76,20.76,2.38,0,27.0247,79.2634,25
Bredasdorp,22.0,22.0,9.26,55,-34.5322,20.0403,53
Lebu,16.3,16.3,0.56,100,-37.6167,-73.65,81
Ialibu,16.49,16.49,0.71,100,-6.2821,143.9935,91
Mapastepec,31.72,31.72,2.3,47,15.4333,-92.9,38
Makat,-1.59,-1.59,6.63,80,47.6469,53.3463,95
Nosy Varika,24.21,24.21,1.43,48,-20.5833,48.5333,85
Meadow Lake,15.02,16.11,9.77,90,34.8014,-106.5436,35
Oliver,10.52,11.0,4.12,8,49.1831,-119.5524,32
Taicheng,3.72,3.72,1.21,42,38.731,113.228,75
Salalah,23.0,23.0,2.06,0,17.0151,54.0924,60
Berdyaush,-10.17,-10.17,1.33,100,55.1619,59.1464,95
Soyo,26.43,26.43,3.46,97,-6.1349,12.3689,85
Muroto-misakicho,12.0,12.0,10.8,20,33.2833,134.15,58
Pangnirtung,-12.0,-12.0,6.17,75,66.1451,-65.7125,85
Mahébourg,24.0,24.0,1.54,20,-20.4081,57.7,88
Villa Zempoala,24.23,24.44,3.6,90,19.45,-96.4167,69
Puerto Ayora,28.23,29.0,5.14,75,-0.7393,-90.3518,70
Duncan,21.04,21.67,11.83,40,34.5023,-97.9578,52
Aquiraz,28.21,28.33,2.57,0,-3.9014,-38.3911,78
Srandakan,24.11,24.11,2.0,98,-7.9386,110.2506,88
Amalāpuram,21.57,21.57,0.41,1,16.5833,82.0167,95
Katsuura,11.29,12.0,2.57,75,35.1333,140.3,82
Vytegra,-25.23,-25.23,1.16,2,61.0064,36.4481,88
College,-3.27,-1.67,0.88,90,64.8569,-147.8028,63
Tongliao,0.05,0.05,5.25,53,43.6125,122.2653,68
Rawson,29.57,29.57,13.62,72,-43.3002,-65.1023,21
Pacific Grove,14.04,15.0,5.14,1,36.6177,-121.9166,44
Sibolga,23.33,23.33,2.22,13,1.7427,98.7792,78
Ahipara,20.63,20.63,4.49,100,-35.1667,173.1667,63
Ginda,9.68,9.68,3.99,38,30.6945,78.4932,39
Sechura,25.29,25.29,3.53,98,-5.5569,-80.8222,73
Aklavik,-15.0,-15.0,6.17,75,68.2191,-135.0107,66
Huancavelica,4.46,4.46,2.03,100,-12.7667,-74.9833,91
Dwārka,22.49,22.49,2.51,0,22.2394,68.9678,82
Mwinilunga,14.94,14.94,0.82,49,-11.7358,24.4293,95
Chokurdakh,-23.24,-23.24,4.98,99,70.6333,147.9167,90
Shakawe,20.65,20.65,1.85,0,-18.3667,21.85,61
Vysokogornyy,-12.33,-12.33,1.78,68,50.1167,139.15,94
Ribeira Grande,16.0,16.0,5.66,75,38.5167,-28.7,88
Ampanihy,21.63,21.63,2.84,0,-24.7,44.75,81
Wenzhou,13.06,13.33,2.31,100,27.9994,120.6668,78
Torbay,-3.59,-2.78,4.63,40,47.6666,-52.7314,74
Kodinsk,-13.76,-13.76,2.63,84,58.6881,99.1844,94
Tuatapere,13.33,13.33,1.34,100,-46.1333,167.6833,94
Severo-Kuril'sk,-1.55,-1.55,4.4,100,50.6789,156.125,93
Bethel,14.28,17.0,4.12,1,41.3712,-73.414,33
Marsá Maţrūḩ,22.0,22.0,7.72,0,31.3525,27.2453,18
Kokstad,16.39,16.39,2.31,92,-30.5472,29.4241,47
Ilulissat,-12.0,-12.0,0.96,0,69.2167,-51.1,67
Kyren,-6.84,-6.84,0.91,47,51.6828,102.1408,90
Mpulungu,21.58,21.58,0.99,82,-8.7623,31.1141,72
Aswān,18.55,18.55,1.33,0,24.0934,32.907,42
Sola,29.0,29.0,2.98,75,-13.8833,167.55,84
Concepción del Oro,24.9,24.9,1.35,75,24.6333,-101.4167,17
Port Lincoln,17.75,17.75,4.02,98,-34.7333,135.8667,78
Tāsgaon,22.07,22.07,1.38,0,17.0333,74.6,40
Morehead,20.0,20.0,4.63,1,37.2711,-87.1764,15
Insar,-17.68,-17.68,3.61,89,53.8653,44.3738,93
Ewo,25.19,25.19,1.01,86,-0.8725,14.8206,69
Gamba,26.3,26.3,3.02,84,-2.65,10.0,90
Carahue,20.0,20.0,4.63,0,-38.7,-73.1667,60
Arawa,30.05,30.05,0.72,12,-6.2132,155.5367,57
Grand Gaube,25.0,25.0,0.89,3,-20.0064,57.6608,81
Youghal,9.12,9.44,12.86,75,51.95,-7.8506,100
Faanui,28.0,28.0,7.47,73,-16.4833,-151.75,77
Gualdo Tadino,5.75,6.11,1.34,100,43.2317,12.781,69
Carutapera,24.4,24.4,3.41,100,-1.195,-46.02,92
Valdivia,22.0,22.0,2.57,75,-39.8142,-73.2459,60
Santa Isabel Rio Negro,24.5,24.5,0.73,75,-0.4139,-65.0192,95
Rodino,-12.93,-12.93,3.04,66,52.5,80.25,95
Sur,23.87,23.87,2.87,0,22.5667,59.5289,47
Ancud,14.88,16.67,8.23,90,-41.8697,-73.8203,100
Zaysan,-5.92,-5.92,1.07,49,47.4667,84.8667,95
Haines Junction,-10.0,-10.0,1.54,0,60.7522,-137.5108,44
Los Alamos,7.88,9.44,7.72,90,35.8881,-106.307,49
Aykhal,-18.43,-18.43,9.11,100,66.0,111.5,90
Atambua,24.0,24.0,1.18,91,-9.1061,124.8925,83
Porosozero,-21.83,-21.83,2.28,0,62.7191,32.727,86
Ukiah,8.53,10.0,4.12,75,39.1502,-123.2078,66
Tilichiki,-25.15,-25.15,2.47,51,60.4667,166.1,88
Basco,24.12,24.12,10.98,17,20.4487,121.9702,80
Inhambane,23.51,23.51,4.34,0,-23.865,35.3833,80
Kwang Binh,21.95,21.95,1.79,51,17.4833,106.6,92
Saldanha,18.0,18.0,8.23,83,-33.0117,17.9442,88
São Félix do Xingu,23.11,23.11,0.92,49,-6.6447,-51.995,94
Nsanje,22.32,22.32,0.8,67,-16.92,35.262,94
Ryazan,-20.0,-20.0,3.7,57,54.6197,39.74,49
Cayenne,26.81,27.0,2.57,0,4.9333,-52.3333,78
Campbeltown,8.41,9.0,11.32,40,55.4258,-5.6076,93
Samarai,28.31,28.31,4.24,65,-10.6167,150.6667,72
Labuan,25.0,25.0,3.79,20,5.2767,115.2417,94
Zhezkazgan,1.91,1.91,7.06,100,47.8043,67.7144,99
Karpathos,16.0,16.0,9.77,22,35.507,27.2132,88
Biak,23.87,23.87,0.48,100,-0.9131,122.8766,78
Camargo,31.24,31.24,11.68,100,27.6667,-105.1667,10
Miquelon,-1.06,-1.0,6.69,75,47.0975,-56.3814,74
Jiuquan,1.69,1.69,1.19,0,39.7432,98.5174,73
Lorengau,29.08,29.08,4.92,98,-2.0226,147.2712,72
Buchanan,26.0,26.0,2.75,40,5.8808,-10.0467,94
Lusambo,20.68,20.68,1.03,44,-4.9667,23.45,87
Marrakesh,12.0,12.0,4.63,75,31.6315,-8.0083,71
Kalanguy,-13.9,-13.9,0.75,43,51.0167,116.5167,91
Perevolotskiy,-1.77,-1.77,6.83,100,51.8763,54.1938,99
Codrington,16.03,16.03,3.51,16,-38.2667,141.9667,73
Buenos Aires,23.03,23.33,6.17,0,-34.6132,-58.3772,60
Port Hardy,9.61,10.0,5.66,40,50.6996,-127.4199,62
Puerto Nariño,25.0,25.0,1.03,75,-3.7703,-70.3831,94
Najrān,18.0,18.0,0.13,0,17.4924,44.1277,27
Lavrentiya,-14.98,-14.98,7.69,99,65.5833,-171.0,87
Russell,20.7,22.0,2.57,1,32.3502,-85.1999,20
Poum,26.37,26.37,4.03,7,-20.2333,164.0167,74
Pachino,10.0,10.0,1.03,40,36.7186,15.0907,93
Kenai,-0.62,1.0,3.09,90,60.5544,-151.2583,80
Sernur,-16.1,-16.1,5.49,100,56.9333,49.1536,93
Mount Gambier,14.0,14.0,3.6,90,-37.8333,140.7667,88
Okha,-12.42,-12.42,3.65,91,53.5739,142.9478,95
George Town,24.77,26.67,2.06,20,5.4112,100.3354,83
Tafo,23.99,23.99,1.38,100,6.7345,-1.6127,91
Thinadhoo,28.23,28.23,1.63,79,0.5333,72.9333,70
Isangel,26.93,26.93,5.59,2,-19.55,169.2667,66
Valparaíso,15.93,16.67,3.09,75,-33.0393,-71.6273,82
Merauke,25.0,25.0,3.29,100,-8.4667,140.3333,89
Luena,17.24,17.24,1.11,99,-11.7833,19.9167,97
Singaraja,25.77,25.77,1.09,72,-8.112,115.0882,75
East London,21.73,21.73,2.85,87,-33.0153,27.9116,83
Bubaque,25.32,25.32,6.34,0,11.2833,-15.8333,67
Srednekolymsk,-24.37,-24.37,2.52,25,67.45,153.6833,84
Cabo San Lucas,27.64,29.0,6.17,75,22.8909,-109.9124,36
Ulety,-7.13,-7.13,2.61,20,51.3572,112.4849,94
Aksu,5.23,5.23,1.7,54,41.1231,80.2644,66
Plettenberg Bay,19.96,19.96,2.1,15,-34.0527,23.3716,59
‘Ewa Beach,24.45,25.0,2.57,75,21.3156,-158.0072,73
Bossangoa,25.41,25.41,1.79,73,6.4926,17.4552,56
Kiunga,24.68,24.68,0.89,100,-6.1219,141.2906,94
Ayagoz,-6.14,-6.14,2.88,8,47.9714,80.4392,95
Deputatsky,-26.27,-26.27,1.78,63,69.3,139.9,87
Dhidhdhoo,28.49,28.49,4.64,71,6.8833,73.1,75
Paamiut,-7.32,-7.32,2.82,68,61.994,-49.6678,89
Saint George,15.68,16.11,5.66,1,37.1041,-113.5841,18
Quatre Cocos,24.53,25.0,1.54,20,-20.2078,57.7625,88
Pokosnoye,-14.45,-14.45,2.26,59,55.5258,101.0536,94
Newport,6.52,7.78,0.45,100,51.5877,-2.9984,79
Ishigaki,20.0,20.0,7.2,75,24.3448,124.1572,77
Marsh Harbour,20.27,20.27,9.9,59,26.5412,-77.0636,67
Zhigansk,-15.69,-15.69,10.17,100,66.7697,123.3711,93
Bolobo,24.39,24.39,2.05,79,-2.1667,16.2333,79
Edd,27.94,27.94,8.92,0,13.9297,41.6925,48
Igarka,-28.91,-28.91,2.97,99,67.4667,86.5833,87
Whitehorse,-6.77,-3.33,1.54,20,60.7161,-135.0538,41
Hamilton,18.42,19.0,5.66,1,39.1834,-84.5333,22
General José Eduvigis Díaz,29.06,30.0,2.57,20,-27.1667,-58.4167,37
Alofi,28.0,28.0,5.14,40,-19.0595,-169.9187,61
The Valley,25.88,26.0,6.17,40,18.217,-63.0578,73
Chimbote,24.36,24.36,2.96,45,-9.0853,-78.5783,71
Pangai,27.0,27.0,3.09,20,-19.8,-174.35,61
Chapais,-1.0,-1.0,3.6,1,49.7834,-74.8492,74
Linköping,-2.74,-2.0,3.6,90,58.4109,15.6216,74
Vardø,-11.5,-11.0,6.69,0,70.3705,31.1107,67
Kavaratti,27.79,27.79,3.84,97,10.5669,72.642,75
Mt. Pleasant,16.02,17.0,3.09,1,32.7941,-79.8626,27
Padang,23.0,23.0,1.03,75,-0.9492,100.3543,94
Dudinka,-28.98,-28.98,2.84,100,69.4058,86.1778,88
Sitka,4.0,4.0,4.12,40,57.0531,-135.33,48
Ambanja,23.35,23.35,1.51,99,-13.6833,48.45,87
Kiryat Gat,17.35,17.78,0.45,51,31.61,34.7642,53
Madimba,26.03,26.03,4.29,67,-10.4,40.3333,87
Bathsheba,26.0,26.0,7.72,40,13.2167,-59.5167,61
Sharjah city,21.67,23.0,2.06,0,25.3573,55.4033,30
Margate,5.79,6.11,1.34,69,51.3813,1.3862,70
Nioro,27.52,27.52,4.38,0,13.35,-15.75,16
Vanavara,-13.83,-13.83,3.71,100,60.34,102.2797,94
Ostrovnoy,-6.1,-6.1,4.29,100,68.0531,39.5131,91
Galle,24.49,24.49,1.74,51,6.0367,80.217,85
Los Llanos de Aridane,14.79,17.0,8.23,75,28.6585,-17.9182,67
Kostomuksha,-18.94,-18.94,3.0,53,64.571,30.5767,92
Lida,-8.96,-8.96,2.7,30,53.8833,25.2997,95
Saint-Philippe,21.68,24.0,2.57,0,-21.3585,55.7679,69
Hurghada,17.0,17.0,2.86,0,27.2574,33.8129,27
São Gabriel da Cachoeira,23.52,23.52,1.31,99,-0.1303,-67.0892,97
Bambous Virieux,24.47,25.0,1.54,20,-20.3428,57.7575,88
Talcahuano,18.0,18.0,3.6,0,-36.7167,-73.1167,72
Ugoofaaru,28.48,28.48,5.79,99,5.6667,73.0,76
Ovsyanka,-15.0,-15.0,2.0,0,55.9575,92.5519,72
Las Vegas,16.62,17.22,8.75,1,36.175,-115.1372,17
San Jose de Guanipa,27.92,27.92,6.33,81,8.8872,-64.1651,49
Sakakah,17.0,17.0,1.54,0,29.9697,40.2064,27
Coyhaique,14.0,14.0,3.09,90,-45.5752,-72.0662,94
Adelaide,19.53,20.56,2.06,0,-34.9333,138.6,55
Egvekinot,-33.57,-33.57,0.68,52,66.3167,-179.1667,86
Port Elizabeth,18.0,18.0,2.57,0,-33.918,25.5701,77
Moirāng,12.09,12.09,0.29,0,24.5,93.7667,78
Gari,-20.13,-20.13,1.39,59,59.4307,62.3497,93
Meulaboh,23.1,23.1,2.9,21,4.1363,96.1285,86
Severodvinsk,-18.0,-18.0,2.0,75,64.5635,39.8302,85
Vaitape,28.0,28.0,7.49,75,-16.5167,-151.75,77
Yeniseysk,-8.24,-8.24,3.47,100,58.4497,92.1703,96
Cabedelo,26.6,26.6,4.87,1,-6.9811,-34.8339,77
Havre-St-Pierre,-3.0,-3.0,6.17,1,50.2334,-63.5986,86
Ketchikan,6.0,6.0,5.14,20,55.3422,-131.6461,75
Dunedin,13.89,13.89,1.34,100,-45.8742,170.5036,87
Khovd,-4.19,-4.19,2.79,0,48.0056,91.6419,57
Buala,28.79,28.79,1.12,19,-8.145,159.5921,72
Sangmélima,20.88,20.88,1.24,66,2.9333,11.9833,92
Khargone,23.18,23.18,2.02,4,21.8167,75.6,23
Santa Maria,25.0,25.0,1.54,20,-29.6842,-53.8069,53
Broşteni,-0.54,0.0,0.9,100,47.2333,25.7,100
Suntar,-12.87,-12.87,5.79,100,62.1444,117.6319,90
Preeceville,-3.9,-3.9,3.36,100,51.95,-102.6677,94
Ionia,16.79,18.0,3.6,1,42.9873,-85.0711,39
Tiksi,-25.69,-25.69,2.0,77,71.6872,128.8694,88
Izumo,2.0,2.0,1.54,75,35.3667,132.7667,100
Atbasar,-10.58,-10.58,4.05,100,51.8,68.3333,96
Esperance,16.0,16.0,5.66,50,-33.8667,121.9,88
Aného,29.0,29.0,5.66,20,6.2333,1.6,79
Poronaysk,-2.78,-2.78,7.51,100,49.2167,143.1167,98
Northam,7.59,8.33,6.71,100,51.0333,-4.2167,85
Khelyulya,-21.14,-21.14,1.4,0,61.7333,30.6833,88
São João da Barra,24.55,24.55,1.81,99,-21.6403,-41.0511,85
Adrar,17.19,17.19,3.93,100,20.5022,-10.0711,33
Māgadi,19.0,19.0,1.54,20,12.9667,77.2333,88
Antofagasta,22.0,22.0,4.63,20,-23.65,-70.4,68
Coruripe,25.94,25.94,5.45,11,-10.1256,-36.1756,79
Itarema,26.62,26.62,5.41,100,-2.9248,-39.9167,80
Redmond,11.45,12.22,2.51,87,47.674,-122.1215,53
Hithadhoo,28.63,28.63,1.85,50,-0.6,73.0833,61
Arman',-20.52,-20.52,1.46,3,59.7,150.1667,84
Naīgarhi,21.74,21.74,3.06,0,24.7833,81.7833,23
Westport,14.72,17.0,5.14,1,41.1415,-73.3579,25
Ichhāwar,20.46,20.46,3.9,0,23.0167,77.0167,25
Mandalgovi,-1.11,-1.11,5.04,58,45.7625,106.2708,75
Kadoshkino,-18.93,-18.93,3.52,88,54.0257,44.4191,94
Ust'-Uda,-13.46,-13.46,1.29,36,54.1742,103.0304,93
Vilhena,24.0,24.0,1.54,40,-12.7406,-60.1458,88
Pailón,27.49,28.0,2.57,75,-17.65,-62.75,69
Mackenzie,4.0,4.0,3.6,1,55.2999,-123.1698,38
Honiara,29.45,29.45,0.5,76,-9.4333,159.95,69
North Platte,26.0,26.0,3.09,1,41.1239,-100.7654,13
Saýat,10.0,10.0,9.26,75,38.7839,63.8803,66
Cullman,20.0,20.0,4.12,1,34.1748,-86.8436,22
Port Shepstone,23.36,23.36,5.83,100,-30.7414,30.455,81
Hong Kong,18.56,20.0,0.45,46,22.2855,114.1577,82
Talnakh,-27.87,-27.87,1.27,100,69.4865,88.3972,87
Mackay,25.3,27.22,2.57,0,-21.15,149.2,83
Benghazi,16.5,16.5,5.54,48,32.1167,20.0667,78
Sawākin,24.12,24.12,3.97,28,19.1059,37.3321,80
Ha Giang,20.76,20.76,0.85,71,22.8333,104.9833,83
Kavieng,28.47,28.47,5.91,26,-2.5744,150.7967,76
Amoy,17.0,17.0,6.0,75,24.4798,118.0819,63
Reynosa,27.22,28.0,7.72,75,26.0833,-98.2833,36
San Quintín,15.65,15.65,10.92,0,30.4833,-115.95,61
Arrondissement d'Ajaccio,9.0,9.0,2.06,13,42.0,8.9167,93
Dukat,-23.49,-23.49,2.2,12,62.55,155.55,81
San Ramon,12.65,13.89,5.14,75,37.7799,-121.978,47
Presidente Venceslau,23.0,23.0,1.58,20,-21.8761,-51.8439,73
Waddān,15.95,15.95,4.36,71,29.1614,16.139,64
Touros,26.67,26.67,5.68,19,-5.1989,-35.4608,75
Naryan-Mar,-19.85,-19.85,3.32,100,67.6713,53.087,91
Abu Samrah,10.46,10.46,1.15,60,35.3029,37.1841,63
Kununurra,25.0,25.0,1.54,40,-15.7667,128.7333,94
Raymond,3.72,4.44,0.89,34,43.9015,-70.4703,60
Buraidah,20.0,20.0,4.12,40,26.326,43.975,37
Masvingo,16.89,16.89,1.93,0,-20.0637,30.8277,75
Evensk,-25.99,-25.99,1.85,87,61.95,159.2333,80
Flinders,21.11,21.11,0.45,97,-34.5833,150.8552,87
Mpika,16.74,16.74,1.85,100,-11.8343,31.4529,96
Cody,6.03,7.0,4.63,1,44.5263,-109.0565,23
Harindānga,24.0,24.0,2.57,40,22.0383,88.3214,94
Guerrero Negro,16.85,16.85,9.79,100,27.9769,-114.0611,58
Waipawa,18.4,19.0,11.32,75,-41.4122,175.5153,72
Stykkisholmur,0.74,0.74,8.88,96,65.0757,-22.7297,91
Kulhudhuffushi,28.41,28.41,4.82,94,6.6221,73.07,75
Conde,25.44,25.44,3.95,5,-7.2597,-34.9075,81
Bāfq,15.22,15.22,1.52,0,31.6128,55.4107,30
Henties Bay,16.11,16.11,0.89,0,-22.116,14.2845,87
Nyurba,-13.46,-13.46,6.0,95,63.2842,118.3319,92
Marzuq,14.58,14.58,1.97,0,14.4,46.4667,34
Caceres,8.33,8.33,1.36,56,39.522,-6.3748,66
Chumikan,-12.69,-12.69,5.51,0,54.7183,135.315,92
Loei,26.11,26.11,0.71,69,17.4167,101.5,67
Chitral,6.42,6.42,0.58,100,35.8462,71.7858,60
Dongsheng,3.41,3.41,4.77,98,39.8161,109.9776,77
Beringovskiy,-26.02,-26.02,1.62,0,63.05,179.3167,80
Tambopata,24.13,24.13,0.86,76,-12.7333,-69.1833,97
